SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
TATACOFFEE,Tata Coffee Limited,EQ,16-FEB-2000,1,1,INE493A01027,1
TATACOMM,Tata Communications Limited,EQ,12-APR-1995,10,1,INE151A01013,10
TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,10,1,INE670A01012,10
TATAGLOBAL,Tata Global Beverages Limited,EQ,18-NOV-1998,1,1,INE192A01025,1
TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998,10,1,INE672A01018,10
TATAMETALI,Tata Metaliks Limited,EQ,27-MAY-2003,10,1,INE056C01010,10
TATAMOTORS,Tata Motors Limited,EQ,22-JUL-1998,2,1,INE155A01022,2
TATAMTRDVR,Tata Motors Limited,EQ,05-NOV-2008,2,1,IN9155A01020,2
TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,1,1,INE245A01021,1
TATASPONGE,Tata Sponge Iron Limited,EQ,24-FEB-2003,10,1,INE674A01014,10
TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,10,1,INE081A01012,10
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10,1,INE760L01018,10
TCI,Transport Corporation of India Limited,EQ,21-JAN-2002,2,1,INE688A01022,2
TCIDEVELOP,TCI Developers Limited,EQ,19-APR-2011,10,1,INE662L01016,10
TCIEXP,TCI Express Limited,EQ,15-DEC-2016,2,1,INE586V01016,2
TCIFINANCE,TCI Finance Limited,EQ,21-MAY-1997,10,1,INE911B01018,10
TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1,1,INE467B01029,1
TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,10,1,INE419M01019,10
TECHM,Tech Mahindra Limited,EQ,28-AUG-2006,5,1,INE669C01036,5
TECHNOFAB,Technofab Engineering Limited,EQ,16-JUL-2010,10,1,INE509K01011,10
TERASOFT,Tera Software Limited,EQ,29-DEC-2016,10,1,INE482B01010,10
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,1,1,INE435C01024,1
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-MAR-2010,10,1,INE141K01013,10
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,1,1,INE621L01012,1
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,10,1,INE305A01015,10
TGBHOTELS,TGB BANQUETS AND HOTELS LIMITED,EQ,17-MAY-2007,10,1,INE797H01018,10
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-FEB-2010,10,1,INE085J01014,10
THEMISMED,Themis Medicare Limited,EQ,02-APR-2007,10,1,INE083B01016,10
THERMAX,Thermax Limited,EQ,30-AUG-1995,2,1,INE152A01029,2
THIRUSUGAR,Thiru Arooran Sugars Limited,EQ,02-MAY-1995,10,1,INE409A01015,10
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,1,1,INE332A01027,1
THOMASCOTT,Thomas Scott (India) Limited,BE,30-JAN-2012,10,1,INE480M01011,10
THYROCARE,Thyrocare Technologies Limited,EQ,09-MAY-2016,10,1,INE594H01019,10
TI,Tilaknagar Industries Limited,EQ,16-JUL-2010,10,1,INE133E01013,10
TIDEWATER,Tide Water Oil Company (India) Limited,EQ,16-JAN-2007,5,1,INE484C01022,5
TIIL,Technocraft Industries (India) Limited,EQ,12-FEB-2007,10,1,INE545H01011,10
TIJARIA,Tijaria Polypipes Limited,EQ,14-OCT-2011,10,1,INE440L01017,10
TIL,TIL Limited,EQ,27-SEP-1995,10,1,INE806C01018,10
TIMESGTY,Times Guaranty Limited,BE,15-SEP-2003,10,1,INE289C01025,10
TIMETECHNO,Time Technoplast Limited,EQ,13-JUN-2007,1,1,INE508G01029,1
TIMKEN,Timken India Limited,EQ,06-FEB-2007,10,1,INE325A01013,10
TINPLATE,The Tinplate Company of India Limited,EQ,27-JAN-2006,10,1,INE422C01014,10
TIPSINDLTD,TIPS Industries Limited,EQ,10-NOV-2000,10,1,INE716B01011,10
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,10,1,INE338A01016,10
TITAN,Titan Company Limited,EQ,24-SEP-2004,1,1,INE280A01028,1
TMRVL,The Mandhana Retail Ventures Limited,EQ,14-DEC-2016,10,1,INE759V01019,10
TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999,10,1,INE148A01019,10
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,10,1,INE107A01015,10
TNTELE,Tamilnadu Telecommunication Limited,BE,04-FEB-2003,10,1,INE141D01018,10
TOKYOPLAST,Tokyo Plast International Limited,EQ,11-OCT-1995,10,1,INE932C01012,10
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5,1,INE685A01028,5
TORNTPOWER,Torrent Power Limited,EQ,28-NOV-2006,10,1,INE813H01021,10
TREEHOUSE,Tree House Education & Accessories Limited,EQ,26-AUG-2011,10,1,INE040M01013,10
TRENT,Trent Limited,EQ,07-JUN-2004,1,1,INE849A01020,1
TRF,TRF Limited,EQ,26-MAR-2010,10,1,INE391D01019,10
TRIDENT,Trident Limited,EQ,21-FEB-2001,10,1,INE064C01014,10
TRIGYN,Trigyn Technologies Limited,EQ,09-APR-1998,10,1,INE948A01012,10
TRIL,Transformers And Rectifiers (India) Limited,EQ,28-DEC-2007,10,1,INE763I01018,10
TRITURBINE,Triveni Turbine Limited,EQ,28-OCT-2011,1,1,INE152M01016,1
TRIVENI,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,1,1,INE256C01024,1
TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,10,1,INE690A01010,10
TTL,T T Limited,EQ,22-FEB-2007,10,1,INE592B01016,10
TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-OCT-2000,10,1,INE517B01013,10
TUBEINVEST,Tube Investments of India Limited,EQ,10-MAY-1995,2,1,INE149A01025,2
TULSI,Tulsi Extrusions Limited,EQ,25-FEB-2008,10,1,INE474I01012,10
TV18BRDCST,TV18 Broadcast Limited,EQ,08-FEB-2007,2,1,INE886H01027,2
TVSELECT,TVS Electronics Limited,EQ,26-DEC-2003,10,1,INE236G01019,10
TVSMOTOR,TVS Motor Company Limited,EQ,02-AUG-2000,1,1,INE494B01023,1
TVSSRICHAK,TVS Srichakra Limited,EQ,13-FEB-2007,10,1,INE421C01016,10
TVTODAY,TV Today Network Limited,EQ,16-JAN-2004,5,1,INE038F01029,5
TVVISION,TV Vision Limited,EQ,15-SEP-2016,10,1,INE871L01013,10
TWL,Titagarh Wagons Limited,EQ,21-APR-2008,2,1,INE615H01020,2
UBHOLDINGS,United Breweries (Holdings) Limited,EQ,21-MAY-2008,10,1,INE696A01025,10
UBL,United Breweries Limited,EQ,28-JUL-2008,1,1,INE686F01025,1
UCALFUEL,Ucal Fuel Systems Limited,EQ,13-SEP-1995,10,1,INE139B01016,10
UCOBANK,UCO Bank,EQ,09-OCT-2003,10,1,INE691A01018,10
UFLEX,UFLEX Limited,EQ,23-AUG-1995,10,1,INE516A01017,10
UFO,UFO Moviez India Limited,EQ,14-MAY-2015,10,1,INE527H01019,10
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1,1,INE071E01023,1
UJAAS,Ujaas Energy Limited,EQ,20-OCT-2011,1,1,INE899L01022,1
UJJIVAN,UJJIVAN FINANCIAL SERVICES LIMITED,EQ,10-MAY-2016,10,1,INE334L01012,10
UJJIVAN,UJJIVAN FINANCIAL SERVICES LIMITED,IL,10-MAY-2016,10,1,INE334L01012,10
ULTRACEMCO,UltraTech Cement Limited,EQ,24-AUG-2004,10,1,INE481G01011,10
UMESLTD,Usha Martin Education & Solutions Limited,EQ,12-JUL-2010,1,1,INE240C01028,1
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-FEB-2001,2,1,INE351A01035,2
UNIENTER,Uniphos Enterprises Limited,EQ,23-JAN-2004,2,1,INE037A01022,2
UNIONBANK,Union Bank of India,EQ,24-SEP-2002,10,1,INE692A01016,10
UNIPLY,Uniply Industries Limited,BE,08-MAR-2007,10,1,INE950G01015,10
UNITECH,Unitech Limited,EQ,08-SEP-1999,2,1,INE694A01020,2
UNITEDBNK,United Bank of India,EQ,18-MAR-2010,10,1,INE695A01019,10
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10,1,INE458F01011,10
UNITY,Unity Infraprojects Limited,EQ,12-JUN-2006,2,1,INE466H01028,2
UNIVCABLES,Universal Cables Limited,EQ,17-MAY-1995,10,1,INE279A01012,10
UPL,UPL Limited,EQ,23-JAN-2004,2,1,INE628A01036,2
USHAMART,Usha Martin Limited,EQ,11-OCT-2000,1,1,INE228A01035,1
USHERAGRO,Usher Agro Limited,BE,30-JUL-2010,10,1,INE235G01011,10
UTTAMSTL,Uttam Galva Steels Limited,EQ,25-MAY-1995,10,1,INE699A01011,10
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-APR-2006,10,1,INE786F01031,10
V2RETAIL,V2 Retail Limited,EQ,04-JUL-2007,10,1,INE945H01013,10
VADILALIND,Vadilal Industries Limited,EQ,15-JUN-2011,10,1,INE694D01016,10
VAIBHAVGBL,Vaibhav Global Limited,BE,05-APR-2004,10,1,INE884A01019,10
VAKRANGEE,VAKRANGEE LIMITED,EQ,03-APR-2006,1,1,INE051B01021,1
VALUEIND,Value Industries Limited,EQ,31-JUL-1996,10,1,INE352A01017,10
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-SEP-2003,10,1,INE116G01013,10
VARDMNPOLY,Vardhman Polytex Limited,EQ,12-MAY-2003,10,1,INE835A01011,10
VASWANI,Vaswani Industries Limited,EQ,20-SEP-2011,10,1,INE590L01019,10
VBL,Varun Beverages Limited,EQ,08-NOV-2016,10,1,INE200M01013,10
VEDL,Vedanta Limited,EQ,13-MAY-1998,1,1,INE205A01025,1
VENKEYS,Venky's (India) Limited,EQ,28-JUL-2003,10,1,INE398A01010,10
VENUSREM,Venus Remedies Limited,EQ,20-DEC-2006,10,1,INE411B01019,10
VESUVIUS,Vesuvius India Limited,EQ,04-OCT-2002,10,1,INE386A01015,10
VETO,Veto Switchgears And Cables Limited,EQ,29-APR-2015,10,1,INE918N01018,10
VGUARD,V-Guard Industries Limited,EQ,13-MAR-2008,1,1,INE951I01027,1
VHL,Vardhman Holdings Limited,EQ,30-JUN-2005,10,1,INE701A01023,10
VICEROY,Viceroy Hotels Limited,EQ,21-AUG-2007,10,1,INE048C01017,10
VIDEOIND,Videocon Industries Limited,EQ,31-JUL-1996,10,1,INE703A01011,10
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-MAR-2016,1,1,INE632C01026,1
VIJAYABANK,Vijaya Bank,EQ,10-JAN-2001,10,1,INE705A01016,10
VIJSHAN,Vijay Shanthi Builders Limited,EQ,21-MAY-2008,10,1,INE806F01011,10
VIKASECO,Vikas EcoTech Limited,EQ,12-DEC-2011,1,1,INE806A01020,1
VIMALOIL,Vimal Oil & Foods Limited,EQ,21-MAY-2013,10,1,INE067D01015,10
VIMTALABS,Vimta Labs Limited,EQ,15-DEC-2005,2,1,INE579C01029,2
VINATIORGA,Vinati Organics Limited,EQ,28-JUL-2009,2,1,INE410B01029,2
VINDHYATEL,Vindhya Telelinks Limited,EQ,08-FEB-1995,10,1,INE707A01012,10
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-JUL-2008,1,1,INE250B01029,1
VIPCLOTHNG,VIP CLOTHING LIMITED,EQ,06-AUG-2007,2,1,INE450G01024,2
VIPIND,VIP Industries Limited,EQ,02-MAR-2005,2,1,INE054A01027,2
VISAKAIND,Visaka Industries Limited,EQ,28-AUG-1996,10,1,INE392A01013,10
VISASTEEL,Visa Steel Limited,EQ,17-MAR-2006,10,1,INE286H01012,10
VISHNU,Vishnu Chemicals Limited,EQ,05-MAR-2015,10,1,INE270I01014,10
VISUINTL,Visu International Limited,EQ,29-DEC-2006,10,1,INE965A01016,10
VIVIDHA,Visagar Polytex Limited,EQ,21-MAY-2013,1,1,INE370E01029,1
VIVIMEDLAB,Vivimed Labs Limited,EQ,17-AUG-2005,2,1,INE526G01021,2
VLSFINANCE,VLS Finance Limited,EQ,25-MAY-1995,10,1,INE709A01018,10
VMART,V-Mart Retail Limited,EQ,20-FEB-2013,10,1,INE665J01013,10
VOLTAMP,Voltamp Transformers Limited,EQ,20-SEP-2006,10,1,INE540H01012,10
VOLTAMP,Voltamp Transformers Limited,IL,20-SEP-2006,10,1,INE540H01012,10
VOLTAS,Voltas Limited,EQ,12-APR-1995,1,1,INE226A01021,1
VRLLOG,VRL Logistics Limited,EQ,30-APR-2015,10,1,INE366I01010,10
VSSL,Vardhman Special Steels Limited,EQ,17-MAY-2012,10,1,INE050M01012,10
VSTIND,VST Industries Limited,EQ,05-SEP-2003,10,1,INE710A01016,10
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-JUN-2011,10,1,INE764D01017,10
VTL,Vardhman Textiles Limited,EQ,14-JAN-2003,10,1,INE825A01012,10
WABAG,VA Tech Wabag Limited,EQ,13-OCT-2010,2,1,INE956G01038,2
WABCOINDIA,WABCO India Limited,EQ,01-OCT-2008,5,1,INE342J01019,5
WALCHANNAG,Walchandnagar Industries Limited,EQ,18-SEP-1996,2,1,INE711A01022,2
WANBURY,Wanbury Limited,BE,29-JAN-2007,10,1,INE107F01022,10
WEBELSOLAR,Websol Energy System Limited,EQ,15-MAY-2007,10,1,INE855C01015,10
WEIZFOREX,Weizmann Forex Limited,EQ,28-JUN-2011,10,1,INE726L01019,10
WEIZMANIND,Weizmann Limited,EQ,10-MAY-1995,10,1,INE080A01014,10
WELCORP,Welspun Corp Limited,EQ,24-MAY-2005,5,1,INE191B01025,5
WELENT,Welspun Enterprises Limited,EQ,04-NOV-2004,10,1,INE625G01013,10
WELINV,Welspun Investments and Commercials Limited,EQ,20-SEP-2010,10,1,INE389K01018,10
WELSPUNIND,Welspun India Limited,EQ,04-DEC-2003,1,1,INE192B01031,1
WENDT,Wendt (India) Limited,EQ,07-AUG-2006,10,1,INE274C01019,10
WHEELS,Wheels India Limited,EQ,07-APR-2000,10,1,INE715A01015,10
WHIRLPOOL,Whirlpool of India Limited,EQ,06-APR-2010,10,1,INE716A01013,10
WINDMACHIN,Windsor Machines Limited,EQ,17-AUG-2011,2,1,INE052A01021,2
WINSOME,Winsome Yarns Limited,EQ,25-AUG-2011,10,1,INE784B01035,10
WIPRO,Wipro Limited,EQ,08-NOV-1995,2,1,INE075A01022,2
WOCKPHARMA,Wockhardt Limited,EQ,23-FEB-2000,5,1,INE049B01025,5
WONDERLA,Wonderla Holidays Limited,EQ,09-MAY-2014,10,1,INE066O01014,10
WSI,W S Industries (I) Limited,EQ,01-AUG-2007,10,1,INE100D01014,10
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-JAN-2001,2,1,INE976A01021,2
XCHANGING,Xchanging Solutions Limited,EQ,09-MAR-2005,10,1,INE692G01013,10
XLENERGY,XL Energy Limited,EQ,28-DEC-2006,10,1,INE183H01011,10
XPROINDIA,Xpro India Limited,EQ,27-APR-2004,10,1,INE445C01015,10
YESBANK,Yes Bank Limited,EQ,12-JUL-2005,10,1,INE528G01019,10
ZANDUREALT,Zandu Realty Limited,EQ,03-FEB-1999,100,1,INE719A01017,100
ZEEL,Zee Entertainment Enterprises Limited,EQ,09-SEP-1998,1,1,INE256A01028,1
ZEELEARN,Zee Learn Limited,EQ,20-DEC-2010,1,1,INE565L01011,1
ZEEMEDIA,Zee Media Corporation Limited,EQ,10-JAN-2007,1,1,INE966H01019,1
ZENITHBIR,Zenith Birla (India) Limited,EQ,30-APR-2007,10,1,INE318D01020,10
ZENITHEXPO,Zenith Exports Limited,EQ,10-JUL-1996,10,1,INE058B01018,10
ZENSARTECH,Zensar Technologies Limited,EQ,09-JUL-2003,10,1,INE520A01019,10
ZENTEC,Zen Technologies Limited,EQ,30-MAR-2015,1,1,INE251B01027,1
ZICOM,Zicom Electronic Security Systems Limited,EQ,18-APR-2006,10,1,INE871B01014,10
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-SEP-1995,10,1,INE206B01013,10
ZODJRDMKJ,Zodiac JRD- MKJ Limited,EQ,19-JUL-1995,10,1,INE077B01018,10
ZUARI,Zuari Agro Chemicals Limited,EQ,27-NOV-2012,10,1,INE840M01016,10
ZUARIGLOB,ZUARI GLOBAL LIMITED,EQ,12-APR-1995,10,1,INE217A01012,10
ZYDUSWELL,Zydus Wellness Limited,EQ,13-NOV-2009,10,1,INE768C01010,10
ZYLOG,Zylog Systems Limited,EQ,17-AUG-2007,5,1,INE225I01026,5
